param,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,participant_id,model
log_lik[7553],-1.82227,0.00210727,0.133317,0.135461,-2.04109,-1.81942,-1.60904,4043.7,2973.67,1.27045,0.99985,kr,c_t0
log_lik[7554],-2.85547,0.000725106,0.0440536,0.0433707,-2.92898,-2.85467,-2.78281,3732.69,2688.65,1.17273,1.00045,kr,c_t0
log_lik[7555],-2.30861,0.000851128,0.0469364,0.0488237,-2.38483,-2.3086,-2.23267,3021.81,3236.0,0.949389,1.00106,kr,c_t0
log_lik[7556],-0.840385,0.000722409,0.0466209,0.0471944,-0.918441,-0.839853,-0.765765,4142.04,3116.6,1.30134,1.00141,kr,c_t0
log_lik[7557],-0.898136,0.000961743,0.0593787,0.0578662,-0.996584,-0.896373,-0.801974,3829.96,2582.28,1.20329,1.00002,kr,c_t0
log_lik[7558],-2.3761,0.000703754,0.0438381,0.0441433,-2.4488,-2.37603,-2.30252,3905.45,3067.44,1.22701,1.00104,kr,c_t0
log_lik[7559],-2.50678,0.000742683,0.0416582,0.0416599,-2.57516,-2.50707,-2.43844,3113.44,3168.56,0.978179,1.00137,kr,c_t0
log_lik[7560],-2.05381,0.000885101,0.05021,0.0514537,-2.1376,-2.05397,-1.97174,3276.87,3156.45,1.02952,1.00094,kr,c_t0
log_lik[7561],-0.371546,0.000923514,0.059492,0.0596487,-0.472092,-0.370159,-0.274525,4140.6,2874.84,1.30089,1.00062,kr,c_t0
log_lik[7562],-1.90974,0.00084256,0.0501376,0.0511246,-1.99287,-1.91001,-1.82787,3520.1,3428.29,1.10594,1.00107,kr,c_t0
log_lik[7563],-1.21035,0.00148297,0.0963601,0.0981957,-1.36847,-1.20855,-1.05662,4226.06,3009.85,1.32774,1.00098,kr,c_t0
log_lik[7564],-2.76342,0.000649992,0.0417414,0.0415891,-2.83252,-2.76302,-2.69561,4170.68,3188.33,1.31034,1.00003,kr,c_t0
log_lik[7565],-2.84098,0.000679999,0.0422826,0.0419189,-2.91219,-2.84058,-2.77131,3877.72,2746.0,1.2183,1.00033,kr,c_t0
log_lik[7566],-1.1391,0.00146,0.0951031,0.0967916,-1.29514,-1.1375,-0.987892,4246.29,3010.1,1.3341,1.00131,kr,c_t0
log_lik[7567],-0.836406,0.00101346,0.0633264,0.0616243,-0.941359,-0.835055,-0.733812,3921.95,2690.12,1.23219,1.0002,kr,c_t0
log_lik[7568],-1.11193,0.000656435,0.0430356,0.0438966,-1.18437,-1.11091,-1.04239,4261.95,2655.82,1.33902,1.00115,kr,c_t0
log_lik[7569],-2.79951,0.000621165,0.0394288,0.0389839,-2.86432,-2.79887,-2.73479,4088.12,3013.09,1.2844,1.00019,kr,c_t0
log_lik[7570],-2.79013,0.000609307,0.0389648,0.0385078,-2.85463,-2.78974,-2.72579,4118.5,3139.38,1.29395,1.00021,kr,c_t0
log_lik[7571],-1.1804,0.000856875,0.0532025,0.0519106,-1.26807,-1.17945,-1.09368,3877.47,2425.01,1.21822,1.00056,kr,c_t0
log_lik[7572],-2.76928,0.000590101,0.038078,0.0378575,-2.8322,-2.76866,-2.70626,4180.29,3217.86,1.31336,1.00019,kr,c_t0
log_lik[7573],-2.39975,0.00079917,0.0444116,0.0450513,-2.47091,-2.39996,-2.32593,3052.9,3031.0,0.959156,1.00148,kr,c_t0
log_lik[7574],-2.76455,0.000558884,0.0372889,0.0364309,-2.82625,-2.76393,-2.70227,4456.48,2969.4,1.40013,1.00013,kr,c_t0
log_lik[7575],-2.23008,0.000849468,0.0477724,0.0486169,-2.30727,-2.23036,-2.15126,3134.25,3077.35,0.984717,1.00141,kr,c_t0
log_lik[7576],-2.84002,0.000677798,0.0421867,0.0417999,-2.91084,-2.83961,-2.77047,3884.45,2746.0,1.22041,1.00027,kr,c_t0
log_lik[7577],-2.21565,0.00199929,0.123238,0.126025,-2.41174,-2.21656,-2.01015,3841.33,2844.69,1.20687,0.999876,kr,c_t0
