pid,n_levels_requested,n_levels_actual,n_params,n_trials,log_lik_total,AIC,BIC,fit_time_utc,t0_hi,lp__,c[1],c[2],B,t0,d_base[1],d_base[2],d_base[3],d_base[4],d_base[5],d_base[6],d_base[7],d_base[8],d_base[9],d_base[10],r,c_full[1],c_full[2],c_full[3],c_full[4],c_full[5],c_full[6],c_full[7],c_full[8],c_full[9],c_full[10],c_full[11],c_full[12],c_full[13],c_full[14],c_full[15],c_full[16],c_full[17],c_full[18],c_full[19],c_full[20],B_full[1],B_full[2],B_full[3],B_full[4],B_full[5],B_full[6],B_full[7],B_full[8],B_full[9],B_full[10],B_full[11],B_full[12],B_full[13],B_full[14],B_full[15],B_full[16],B_full[17],B_full[18],B_full[19],B_full[20],d_full[1],d_full[2],d_full[3],d_full[4],d_full[5],d_full[6],d_full[7],d_full[8],d_full[9],d_full[10],d_full[11],d_full[12],d_full[13],d_full[14],d_full[15],d_full[16],d_full[17],d_full[18],d_full[19],d_full[20],pk[1],pk[2],pk[3],pk[4],pk[5],pk[6],pk[7],pk[8],pk[9],pk[10],pk[11],pk[12],pk[13],pk[14],pk[15],pk[16],pk[17],pk[18],pk[19],pk[20],pf[1],pf[2],pf[3],pf[4],pf[5],pf[6],pf[7],pf[8],pf[9],pf[10],pf[11],pf[12],pf[13],pf[14],pf[15],pf[16],pf[17],pf[18],pf[19],pf[20],vk[1],vk[2],vk[3],vk[4],vk[5],vk[6],vk[7],vk[8],vk[9],vk[10],vk[11],vk[12],vk[13],vk[14],vk[15],vk[16],vk[17],vk[18],vk[19],vk[20],vf[1],vf[2],vf[3],vf[4],vf[5],vf[6],vf[7],vf[8],vf[9],vf[10],vf[11],vf[12],vf[13],vf[14],vf[15],vf[16],vf[17],vf[18],vf[19],vf[20],sigma_k[1],sigma_k[2],sigma_k[3],sigma_k[4],sigma_k[5],sigma_k[6],sigma_k[7],sigma_k[8],sigma_k[9],sigma_k[10],sigma_k[11],sigma_k[12],sigma_k[13],sigma_k[14],sigma_k[15],sigma_k[16],sigma_k[17],sigma_k[18],sigma_k[19],sigma_k[20],sigma_f[1],sigma_f[2],sigma_f[3],sigma_f[4],sigma_f[5],sigma_f[6],sigma_f[7],sigma_f[8],sigma_f[9],sigma_f[10],sigma_f[11],sigma_f[12],sigma_f[13],sigma_f[14],sigma_f[15],sigma_f[16],sigma_f[17],sigma_f[18],sigma_f[19],sigma_f[20],d_base[11],c_full[21],c_full[22],B_full[21],B_full[22],d_full[21],d_full[22],pk[21],pk[22],pf[21],pf[22],vk[21],vk[22],vf[21],vf[22],sigma_k[21],sigma_k[22],sigma_f[21],sigma_f[22],d_base[12],d_base[13],c_full[23],c_full[24],c_full[25],c_full[26],B_full[23],B_full[24],B_full[25],B_full[26],d_full[23],d_full[24],d_full[25],d_full[26],pk[23],pk[24],pk[25],pk[26],pf[23],pf[24],pf[25],pf[26],vk[23],vk[24],vk[25],vk[26],vf[23],vf[24],vf[25],vf[26],sigma_k[23],sigma_k[24],sigma_k[25],sigma_k[26],sigma_f[23],sigma_f[24],sigma_f[25],sigma_f[26],d_base[14],d_base[15],c_full[27],c_full[28],c_full[29],c_full[30],B_full[27],B_full[28],B_full[29],B_full[30],d_full[27],d_full[28],d_full[29],d_full[30],pk[27],pk[28],pk[29],pk[30],pf[27],pf[28],pf[29],pf[30],vk[27],vk[28],vk[29],vk[30],vf[27],vf[28],vf[29],vf[30],sigma_k[27],sigma_k[28],sigma_k[29],sigma_k[30],sigma_f[27],sigma_f[28],sigma_f[29],sigma_f[30],d_base[16],d_base[17],c_full[31],c_full[32],c_full[33],c_full[34],B_full[31],B_full[32],B_full[33],B_full[34],d_full[31],d_full[32],d_full[33],d_full[34],pk[31],pk[32],pk[33],pk[34],pf[31],pf[32],pf[33],pf[34],vk[31],vk[32],vk[33],vk[34],vf[31],vf[32],vf[33],vf[34],sigma_k[31],sigma_k[32],sigma_k[33],sigma_k[34],sigma_f[31],sigma_f[32],sigma_f[33],sigma_f[34],d_base[18],d_base[19],c_full[35],c_full[36],c_full[37],c_full[38],B_full[35],B_full[36],B_full[37],B_full[38],d_full[35],d_full[36],d_full[37],d_full[38],pk[35],pk[36],pk[37],pk[38],pf[35],pf[36],pf[37],pf[38],vk[35],vk[36],vk[37],vk[38],vf[35],vf[36],vf[37],vf[38],sigma_k[35],sigma_k[36],sigma_k[37],sigma_k[38],sigma_f[35],sigma_f[36],sigma_f[37],sigma_f[38],d_base[20],d_base[21],c_full[39],c_full[40],c_full[41],c_full[42],B_full[39],B_full[40],B_full[41],B_full[42],d_full[39],d_full[40],d_full[41],d_full[42],pk[39],pk[40],pk[41],pk[42],pf[39],pf[40],pf[41],pf[42],vk[39],vk[40],vk[41],vk[42],vf[39],vf[40],vf[41],vf[42],sigma_k[39],sigma_k[40],sigma_k[41],sigma_k[42],sigma_f[39],sigma_f[40],sigma_f[41],sigma_f[42],d_base[22],c_full[43],c_full[44],B_full[43],B_full[44],d_full[43],d_full[44],pk[43],pk[44],pf[43],pf[44],vk[43],vk[44],vf[43],vf[44],sigma_k[43],sigma_k[44],sigma_f[43],sigma_f[44],d_base[23],c_full[45],c_full[46],B_full[45],B_full[46],d_full[45],d_full[46],pk[45],pk[46],pf[45],pf[46],vk[45],vk[46],vf[45],vf[46],sigma_k[45],sigma_k[46],sigma_f[45],sigma_f[46]
jf,5,5,10,7179,3296.9293458416187,-6573.858691683237,-6505.069537917472,2026-07-23T11:42:39+00:00,0.21,3275.4522,-0.50189515,0.85959748,3.2691163,0.085312727,1.1698142,0.63827013,0.29629747,0.77544591,0.99187169,,,,,,15.964997,-0.50189515,-0.50189515,-0.50189515,-0.50189515,-0.50189515,0.85959748,0.85959748,0.85959748,0.85959748,0.85959748,,,,,,,,,,,3.2691163,3.2691163,3.2691163,3.2691163,3.2691163,3.2691163,3.2691163,3.2691163,3.2691163,3.2691163,,,,,,,,,,,1.1698142,0.63827013,0.29629747,0.77544591,0.99187169,1.1698142,0.63827013,0.29629747,0.77544591,0.99187169,,,,,,,,,,,0.8614379,0.79418547,0.74216806,0.81316451,0.84081934,0.39177707,0.29443909,0.2384031,0.31850818,0.35805535,,,,,,,,,,,0.46692101,0.57250687,0.63823553,0.54544935,0.5023774,0.074298543,0.11925235,0.15678816,0.10614001,0.087623849,,,,,,,,,,,13.752854,12.679169,11.848711,12.982169,13.423678,6.2547199,4.7007192,3.8061049,5.0849822,5.7163527,,,,,,,,,,,7.4543927,9.1400706,10.189429,8.7080974,8.0204539,1.186176,1.9038634,2.5031225,1.694525,1.3989145,,,,,,,,,,,1.3804435,1.6154124,1.747849,1.5574113,1.4617763,1.9504523,1.8211655,1.7025621,1.8615514,1.9156153,,,,,,,,,,,1.9934342,1.9766936,1.9199409,1.9895405,1.9977885,1.0478764,1.2949221,1.4528119,1.2307185,1.1297505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kr,5,5,10,7043,3191.755549758399,-6363.511099516798,-6294.913204569344,2026-07-23T11:42:56+00:00,0.208,3174.0186,-0.29576602,1.185048,2.0498138,0.1392838,1.4566659,0.53846683,0.31356636,1.0470036,1.6169289,,,,,,14.437089,-0.29576602,-0.29576602,-0.29576602,-0.29576602,-0.29576602,1.185048,1.185048,1.185048,1.185048,1.185048,,,,,,,,,,,2.0498138,2.0498138,2.0498138,2.0498138,2.0498138,2.0498138,2.0498138,2.0498138,2.0498138,2.0498138,,,,,,,,,,,1.4566659,0.53846683,0.31356636,1.0470036,1.6169289,1.4566659,0.53846683,0.31356636,1.0470036,1.6169289,,,,,,,,,,,0.84710574,0.71396292,0.67456331,0.79368318,0.86525342,0.32393794,0.17988208,0.15191264,0.25413104,0.35324157,,,,,,,,,,,0.33266471,0.51058374,0.55526814,0.40992583,0.30408114,0.02784965,0.072934151,0.089825371,0.043767189,0.02310268,,,,,,,,,,,12.229741,10.307546,9.7387305,11.458475,12.491741,4.6767209,2.5969736,2.1931763,3.6689125,5.0997799,,,,,,,,,,,4.80271,7.3713428,8.0164556,5.9181357,4.3900464,0.40206788,1.0529568,1.2968169,0.6318708,0.33353545,,,,,,,,,,,1.3674272,1.7170732,1.7802641,1.5375552,1.2973894,1.778132,1.4593918,1.36382,1.6542454,1.8161293,,,,,,,,,,,1.7902564,1.8993828,1.8881666,1.8687266,1.747889,0.62519632,0.98800826,1.0864298,0.77731306,0.5708151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh,5,5,10,7904,5230.668048188059,-10441.33609637612,-10371.584853981842,2026-07-23T11:43:41+00:00,0.228,5216.9509,-0.17075301,0.81473807,2.3237181,0.14705151,1.7035028,0.78050041,0.4646332,1.1745534,1.5654208,,,,,,13.701328,-0.17075301,-0.17075301,-0.17075301,-0.17075301,-0.17075301,0.81473807,0.81473807,0.81473807,0.81473807,0.81473807,,,,,,,,,,,2.3237181,2.3237181,2.3237181,2.3237181,2.3237181,2.3237181,2.3237181,2.3237181,2.3237181,2.3237181,,,,,,,,,,,1.7035028,0.78050041,0.4646332,1.1745534,1.5654208,1.7035028,0.78050041,0.4646332,1.1745534,1.5654208,,,,,,,,,,,0.84672889,0.71260233,0.65655149,0.77578341,0.82982234,0.51476282,0.33560503,0.28014141,0.41003251,0.48722499,,,,,,,,,,,0.24793625,0.41313138,0.47545519,0.33851341,0.27028297,0.047807981,0.11410391,0.14753718,0.080455416,0.055082888,,,,,,,,,,,11.60131,9.7635981,8.9956272,10.629263,11.369668,7.0529341,4.5982345,3.8383093,5.6179898,6.6756294,,,,,,,,,,,3.3970559,5.6604485,6.5143674,4.6380832,3.7032356,0.65503282,1.5633751,2.0214553,1.102346,0.75470871,,,,,,,,,,,1.3334713,1.6751225,1.7577072,1.5437801,1.3909937,1.8499583,1.7478684,1.6622394,1.820558,1.850161,,,,,,,,,,,1.598375,1.8226189,1.8485339,1.7515792,1.6438717,0.78975757,1.1768551,1.312713,1.006805,0.84447449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jf,7,7,12,7174,3381.2305826711304,-6738.461165342261,-6655.922541445154,2026-07-23T11:44:16+00:00,0.21,3357.7941,-0.51448101,0.85152835,3.3494201,0.080760774,1.1983479,1.0020258,0.50297174,0.29714959,0.68730743,0.92408981,1.030445,,,,15.991447,-0.51448101,-0.51448101,-0.51448101,-0.51448101,-0.51448101,-0.51448101,-0.51448101,0.85152835,0.85152835,0.85152835,0.85152835,0.85152835,0.85152835,0.85152835,,,,,,,3.3494201,3.3494201,3.3494201,3.3494201,3.3494201,3.3494201,3.3494201,3.3494201,3.3494201,3.3494201,3.3494201,3.3494201,3.3494201,3.3494201,,,,,,,1.1983479,1.0020258,0.50297174,0.29714959,0.68730743,0.92408981,1.030445,1.1983479,1.0020258,0.50297174,0.29714959,0.68730743,0.92408981,1.030445,,,,,,,0.86728638,0.84506477,0.77815199,0.74635259,0.80459096,0.83559804,0.8484254,0.40038357,0.36297594,0.27423896,0.24104235,0.30577063,0.34845928,0.36832013,,,,,,,0.46625276,0.50537284,0.60372284,0.64278247,0.56782022,0.5209094,0.49970418,0.073431389,0.088101118,0.1350105,0.1586303,0.11600795,0.094494927,0.085851703,,,,,,,13.869164,13.513809,12.443776,11.935258,12.866574,13.362422,13.56755,6.4027126,5.8045106,4.3854778,3.8546159,4.8897149,5.5723681,5.8899718,,,,,,,7.4560563,8.0816431,9.6544018,10.279022,9.080267,8.3300951,7.990993,1.1742742,1.4088644,2.1590132,2.536728,1.855135,1.5111106,1.372893,,,,,,,1.3566971,1.4469848,1.6615135,1.7399274,1.585637,1.4821634,1.4340488,1.9593804,1.9229178,1.7840429,1.7104065,1.8424396,1.9054198,1.9288796,,,,,,,1.9949059,1.9993499,1.9559701,1.9162064,1.9809866,1.9977163,1.999465,1.0430942,1.1334645,1.3665737,1.4609333,1.2805954,1.1697514,1.1202802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kr,7,7,12,7039,3250.73494229494,-6477.46988458988,-6395.159227866583,2026-07-23T11:44:35+00:00,0.209,3230.754,-0.27942617,1.1932673,2.0813846,0.13988614,1.5038531,0.93211315,0.39657441,0.31165963,0.88078256,1.3717296,1.6572538,,,,14.812826,-0.27942617,-0.27942617,-0.27942617,-0.27942617,-0.27942617,-0.27942617,-0.27942617,1.1932673,1.1932673,1.1932673,1.1932673,1.1932673,1.1932673,1.1932673,,,,,,,2.0813846,2.0813846,2.0813846,2.0813846,2.0813846,2.0813846,2.0813846,2.0813846,2.0813846,2.0813846,2.0813846,2.0813846,2.0813846,2.0813846,,,,,,,1.5038531,0.93211315,0.39657441,0.31165963,0.88078256,1.3717296,1.6572538,1.5038531,0.93211315,0.39657441,0.31165963,0.88078256,1.3717296,1.6572538,,,,,,,0.84881228,0.77201003,0.68357289,0.66831169,0.7641813,0.83280045,0.86608055,0.32948316,0.23354843,0.15987297,0.149766,0.2257622,0.3059362,0.35768992,,,,,,,0.31828484,0.42597521,0.53233428,0.54918256,0.43606044,0.34221018,0.29143385,0.025875825,0.048525272,0.082028669,0.088652885,0.051165279,0.03011323,0.021593641,,,,,,,12.573308,11.43565,10.125646,9.8995846,11.319684,12.336128,12.8291,4.8805766,3.4595123,2.3681704,2.2184577,3.3441762,4.5317797,5.2983985,,,,,,,4.7146978,6.3098966,7.885375,8.1349456,6.4592873,5.0690998,4.3169589,0.38329409,0.7187964,1.2150764,1.3131997,0.75790236,0.44606203,0.31986284,,,,,,,1.3787421,1.6146868,1.7899802,1.8120642,1.6338278,1.4361738,1.3107502,1.8090077,1.6283576,1.4105191,1.3733929,1.6090953,1.7735118,1.8447804,,,,,,,1.7927858,1.903165,1.9203436,1.9150393,1.9085722,1.8260346,1.7489571,0.61104504,0.82699251,1.0561275,1.0939748,0.84801184,0.65774589,0.55942456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh,7,7,12,7899,5260.404265099691,-10496.80853019938,-10413.114632821407,2026-07-23T11:45:23+00:00,0.226,5246.1804,-0.17042956,0.81837023,2.3286051,0.14712474,1.8026758,1.4060433,0.69856254,0.46555302,1.11367,1.4818903,1.5901445,,,,13.723801,-0.17042956,-0.17042956,-0.17042956,-0.17042956,-0.17042956,-0.17042956,-0.17042956,0.81837023,0.81837023,0.81837023,0.81837023,0.81837023,0.81837023,0.81837023,,,,,,,2.3286051,2.3286051,2.3286051,2.3286051,2.3286051,2.3286051,2.3286051,2.3286051,2.3286051,2.3286051,2.3286051,2.3286051,2.3286051,2.3286051,,,,,,,1.8026758,1.4060433,0.69856254,0.46555302,1.11367,1.4818903,1.5901445,1.8026758,1.4060433,0.69856254,0.46555302,1.11367,1.4818903,1.5901445,,,,,,,0.85808776,0.8087914,0.69836743,0.65660168,0.76646805,0.81895101,0.83285324,0.53306138,0.45408442,0.31950303,0.27907429,0.3968399,0.46914269,0.4907063,,,,,,,0.23241757,0.29715799,0.42902707,0.47514327,0.34959821,0.28416403,0.26610279,0.042742754,0.064080765,0.12147369,0.1465956,0.084533912,0.059460878,0.053324204,,,,,,,11.776226,11.099693,9.584256,9.0110712,10.518855,11.239121,11.429913,7.3156286,6.2317644,4.3847961,3.8299601,5.446152,6.4384212,6.7343558,,,,,,,3.1896526,4.0781373,5.8878824,6.5207719,4.7978164,3.8998107,3.6519419,0.58659308,0.87943169,1.6670807,2.0118489,1.1601266,0.81602929,0.73181079,,,,,,,1.2927454,1.456831,1.7002717,1.7590869,1.567319,1.4264752,1.3821986,1.8482287,1.8444558,1.7273797,1.6616608,1.8124297,1.8487517,1.8519625,,,,,,,1.5647112,1.693011,1.833527,1.8499922,1.7664961,1.6708156,1.6371164,0.7493467,0.90723593,1.210196,1.3103132,1.0305613,0.87607504,0.83233861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jf,9,9,14,7167,3451.656172886497,-6875.312345772994,-6779.0309516690795,2026-07-23T11:45:58+00:00,0.208,3425.4914,-0.5118135,0.85864588,3.3509593,0.081139274,1.2191609,1.1044633,0.83862992,0.40162139,0.19016654,0.58618029,0.8417087,0.98670632,1.0577953,,16.025069,-0.5118135,-0.5118135,-0.5118135,-0.5118135,-0.5118135,-0.5118135,-0.5118135,-0.5118135,-0.5118135,0.85864588,0.85864588,0.85864588,0.85864588,0.85864588,0.85864588,0.85864588,0.85864588,0.85864588,,,3.3509593,3.3509593,3.3509593,3.3509593,3.3509593,3.3509593,3.3509593,3.3509593,3.3509593,3.3509593,3.3509593,3.3509593,3.3509593,3.3509593,3.3509593,3.3509593,3.3509593,3.3509593,,,1.2191609,1.1044633,0.83862992,0.40162139,0.19016654,0.58618029,0.8417087,0.98670632,1.0577953,1.2191609,1.1044633,0.83862992,0.40162139,0.19016654,0.58618029,0.8417087,0.98670632,1.0577953,,,0.86893989,0.85634588,0.82410644,0.76196083,0.72804029,0.78956236,0.82450426,0.8425917,0.85099519,0.40165508,0.37964464,0.33021089,0.25532202,0.22256397,0.28584791,0.33076871,0.35744645,0.3707951,,,0.46105868,0.48387988,0.53684903,0.62210076,0.66156213,0.58656722,0.53623748,0.50736419,0.49318474,0.071021378,0.079140363,0.10063162,0.14469595,0.17011038,0.12471478,0.10036048,0.08818781,0.082638043,,,13.924822,13.723002,13.206362,12.210475,11.666896,12.652791,13.212737,13.50259,13.637256,6.4365503,6.0838315,5.2916522,4.091553,3.5666029,4.5807325,5.3005913,5.7281041,5.9420171,,,7.3884971,7.7542084,8.6030426,9.9692075,10.601579,9.3997802,8.5932425,8.1305461,7.9033195,1.1381225,1.2682298,1.6126286,2.3187625,2.7260305,1.9985629,1.6082836,1.4132157,1.3242803,,,1.3509214,1.4040533,1.5241109,1.7048669,1.7812708,1.6317547,1.5227538,1.4578819,1.4254883,1.9624671,1.9427139,1.8826288,1.7455341,1.6651744,1.8086845,1.8834335,1.9184925,1.9335838,,,1.9954865,2.0005257,1.9961231,1.9409678,1.8941953,1.9713389,1.9963025,2.0013491,2.0013802,1.0282468,1.0806765,1.2043036,1.408278,1.5040959,1.3226158,1.2028614,1.1351596,1.1021998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kr,9,9,14,7029,3361.8480342991597,-6695.6960685983195,-6599.686872417857,2026-07-23T11:46:18+00:00,0.206,3339.8253,-0.31159922,1.1759929,2.1510624,0.13485167,1.5678163,1.1467024,0.70628694,0.14397602,0.44548393,0.72559149,1.1824243,1.5672019,1.6902486,,14.711737,-0.31159922,-0.31159922,-0.31159922,-0.31159922,-0.31159922,-0.31159922,-0.31159922,-0.31159922,-0.31159922,1.1759929,1.1759929,1.1759929,1.1759929,1.1759929,1.1759929,1.1759929,1.1759929,1.1759929,,,2.1510624,2.1510624,2.1510624,2.1510624,2.1510624,2.1510624,2.1510624,2.1510624,2.1510624,2.1510624,2.1510624,2.1510624,2.1510624,2.1510624,2.1510624,2.1510624,2.1510624,2.1510624,,,1.5678163,1.1467024,0.70628694,0.14397602,0.44548393,0.72559149,1.1824243,1.5672019,1.6902486,1.5678163,1.1467024,0.70628694,0.14397602,0.44548393,0.72559149,1.1824243,1.5672019,1.6902486,,,0.86335279,0.81190832,0.74689246,0.6493578,0.70344725,0.74996988,0.81668699,0.86328553,0.87630733,0.34749779,0.27337353,0.20529681,0.1347955,0.17023147,0.20805251,0.27934757,0.34738431,0.37037186,,,0.31835315,0.39675633,0.48343101,0.59468416,0.53540232,0.47958446,0.38988724,0.31846278,0.29683508,0.025003678,0.040115777,0.063115318,0.10601902,0.080946249,0.061927949,0.038596945,0.025021639,0.021633816,,,12.701419,11.944581,10.988085,9.5531809,10.348931,11.033359,12.014884,12.700429,12.892003,5.1122959,4.0217994,3.0202726,1.983076,2.5044005,3.0608137,4.1096879,5.1106265,5.4488133,,,4.6835278,5.8369747,7.1121097,8.7488368,7.876698,7.0555203,5.7359184,4.6851405,4.3669595,0.36784752,0.59017274,0.92853593,1.5597239,1.1908599,0.91106768,0.5678281,0.36811176,0.31827101,,,1.3174268,1.4988917,1.6676832,1.8302318,1.7518573,1.6609251,1.484077,1.3176997,1.262793,1.826413,1.709487,1.5492644,1.3098726,1.4415522,1.5569212,1.7209464,1.8262735,1.852222,,,1.7867602,1.8764642,1.9167408,1.8830938,1.9129808,1.9161948,1.8707103,1.7869241,1.7523392,0.59887393,0.75266028,0.93270097,1.1808317,1.0461665,0.92447127,0.73885835,0.59908347,0.55801935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh,9,9,14,7892,5328.91474319883,-10629.82948639766,-10532.199018257666,2026-07-23T11:47:06+00:00,0.226,5312.864,-0.17322858,0.81671549,2.3679934,0.14559186,1.8252637,1.5929136,1.1006927,0.58571616,0.34603671,0.94795058,1.3413495,1.5653018,1.5777424,,13.840029,-0.17322858,-0.17322858,-0.17322858,-0.17322858,-0.17322858,-0.17322858,-0.17322858,-0.17322858,-0.17322858,0.81671549,0.81671549,0.81671549,0.81671549,0.81671549,0.81671549,0.81671549,0.81671549,0.81671549,,,2.3679934,2.3679934,2.3679934,2.3679934,2.3679934,2.3679934,2.3679934,2.3679934,2.3679934,2.3679934,2.3679934,2.3679934,2.3679934,2.3679934,2.3679934,2.3679934,2.3679934,2.3679934,,,1.8252637,1.5929136,1.1006927,0.58571616,0.34603671,0.94795058,1.3413495,1.5653018,1.5777424,1.8252637,1.5929136,1.1006927,0.58571616,0.34603671,0.94795058,1.3413495,1.5653018,1.5777424,,,0.86122962,0.83389833,0.76533663,0.67942326,0.63542143,0.74125,0.80063829,0.83043344,0.83200025,0.53820649,0.49191851,0.39497746,0.30018886,0.25988592,0.36589696,0.44194462,0.48641283,0.48889317,,,0.22983109,0.26656727,0.35304304,0.45238833,0.50008387,0.38180382,0.30943722,0.27112227,0.26906521,0.041873476,0.053353539,0.085802961,0.13359141,0.16115211,0.098405461,0.068455884,0.054869605,0.054182377,,,11.919443,11.541177,10.592281,9.4032373,8.7942507,10.258921,11.080857,11.493223,11.514907,7.4487932,6.8081662,5.4664994,4.1546224,3.5968286,5.0640243,6.1165261,6.7319674,6.7662954,,,3.1808688,3.6892987,4.8861258,6.2610673,6.921175,5.2841758,4.28262,3.7523399,3.7238702,0.5795301,0.7384145,1.1875154,1.848909,2.2303498,1.3619344,0.94743139,0.7593969,0.74988564,,,1.2861048,1.3845608,1.576585,1.7362198,1.7905852,1.6292624,1.4863037,1.396018,1.3908636,1.854671,1.8598665,1.8186136,1.7051249,1.6315831,1.7919579,1.8475282,1.8594225,1.8596505,,,1.5651857,1.6449475,1.7779519,1.851657,1.8601094,1.8073896,1.7197145,1.6537826,1.6498201,0.74515982,0.83607265,1.0419324,1.2656661,1.3678173,1.1081122,0.93945417,0.84718894,0.84217282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
