pid,n_levels_requested,n_levels_actual,n_params,n_trials,log_lik_total,AIC,BIC,fit_time_utc,lp__,c[1],c[2],B,t0,d_base[1],d_base[2],d_base[3],d_base[4],d_base[5],d_base[6],d_base[7],d_base[8],d_base[9],d_base[10],d_base[11],d_base[12],d_base[13],d_base[14],d_base[15],d_base[16],d_base[17],d_base[18],d_base[19],d_base[20],d_base[21],d_base[22],d_base[23],d_base[24],d_base[25],d_base[26],d_base[27],d_base[28],d_base[29],d_base[30],d_base[31],d_base[32],r,p_lapse,c_full[1],c_full[2],c_full[3],c_full[4],c_full[5],c_full[6],c_full[7],c_full[8],c_full[9],c_full[10],c_full[11],c_full[12],c_full[13],c_full[14],c_full[15],c_full[16],c_full[17],c_full[18],c_full[19],c_full[20],c_full[21],c_full[22],c_full[23],c_full[24],c_full[25],c_full[26],c_full[27],c_full[28],c_full[29],c_full[30],c_full[31],c_full[32],c_full[33],c_full[34],c_full[35],c_full[36],c_full[37],c_full[38],c_full[39],c_full[40],c_full[41],c_full[42],c_full[43],c_full[44],c_full[45],c_full[46],c_full[47],c_full[48],c_full[49],c_full[50],c_full[51],c_full[52],c_full[53],c_full[54],c_full[55],c_full[56],c_full[57],c_full[58],c_full[59],c_full[60],c_full[61],c_full[62],c_full[63],c_full[64],B_full[1],B_full[2],B_full[3],B_full[4],B_full[5],B_full[6],B_full[7],B_full[8],B_full[9],B_full[10],B_full[11],B_full[12],B_full[13],B_full[14],B_full[15],B_full[16],B_full[17],B_full[18],B_full[19],B_full[20],B_full[21],B_full[22],B_full[23],B_full[24],B_full[25],B_full[26],B_full[27],B_full[28],B_full[29],B_full[30],B_full[31],B_full[32],B_full[33],B_full[34],B_full[35],B_full[36],B_full[37],B_full[38],B_full[39],B_full[40],B_full[41],B_full[42],B_full[43],B_full[44],B_full[45],B_full[46],B_full[47],B_full[48],B_full[49],B_full[50],B_full[51],B_full[52],B_full[53],B_full[54],B_full[55],B_full[56],B_full[57],B_full[58],B_full[59],B_full[60],B_full[61],B_full[62],B_full[63],B_full[64],d_full[1],d_full[2],d_full[3],d_full[4],d_full[5],d_full[6],d_full[7],d_full[8],d_full[9],d_full[10],d_full[11],d_full[12],d_full[13],d_full[14],d_full[15],d_full[16],d_full[17],d_full[18],d_full[19],d_full[20],d_full[21],d_full[22],d_full[23],d_full[24],d_full[25],d_full[26],d_full[27],d_full[28],d_full[29],d_full[30],d_full[31],d_full[32],d_full[33],d_full[34],d_full[35],d_full[36],d_full[37],d_full[38],d_full[39],d_full[40],d_full[41],d_full[42],d_full[43],d_full[44],d_full[45],d_full[46],d_full[47],d_full[48],d_full[49],d_full[50],d_full[51],d_full[52],d_full[53],d_full[54],d_full[55],d_full[56],d_full[57],d_full[58],d_full[59],d_full[60],d_full[61],d_full[62],d_full[63],d_full[64],pk[1],pk[2],pk[3],pk[4],pk[5],pk[6],pk[7],pk[8],pk[9],pk[10],pk[11],pk[12],pk[13],pk[14],pk[15],pk[16],pk[17],pk[18],pk[19],pk[20],pk[21],pk[22],pk[23],pk[24],pk[25],pk[26],pk[27],pk[28],pk[29],pk[30],pk[31],pk[32],pk[33],pk[34],pk[35],pk[36],pk[37],pk[38],pk[39],pk[40],pk[41],pk[42],pk[43],pk[44],pk[45],pk[46],pk[47],pk[48],pk[49],pk[50],pk[51],pk[52],pk[53],pk[54],pk[55],pk[56],pk[57],pk[58],pk[59],pk[60],pk[61],pk[62],pk[63],pk[64],pf[1],pf[2],pf[3],pf[4],pf[5],pf[6],pf[7],pf[8],pf[9],pf[10],pf[11],pf[12],pf[13],pf[14],pf[15],pf[16],pf[17],pf[18],pf[19],pf[20],pf[21],pf[22],pf[23],pf[24],pf[25],pf[26],pf[27],pf[28],pf[29],pf[30],pf[31],pf[32],pf[33],pf[34],pf[35],pf[36],pf[37],pf[38],pf[39],pf[40],pf[41],pf[42],pf[43],pf[44],pf[45],pf[46],pf[47],pf[48],pf[49],pf[50],pf[51],pf[52],pf[53],pf[54],pf[55],pf[56],pf[57],pf[58],pf[59],pf[60],pf[61],pf[62],pf[63],pf[64],vk[1],vk[2],vk[3],vk[4],vk[5],vk[6],vk[7],vk[8],vk[9],vk[10],vk[11],vk[12],vk[13],vk[14],vk[15],vk[16],vk[17],vk[18],vk[19],vk[20],vk[21],vk[22],vk[23],vk[24],vk[25],vk[26],vk[27],vk[28],vk[29],vk[30],vk[31],vk[32],vk[33],vk[34],vk[35],vk[36],vk[37],vk[38],vk[39],vk[40],vk[41],vk[42],vk[43],vk[44],vk[45],vk[46],vk[47],vk[48],vk[49],vk[50],vk[51],vk[52],vk[53],vk[54],vk[55],vk[56],vk[57],vk[58],vk[59],vk[60],vk[61],vk[62],vk[63],vk[64],vf[1],vf[2],vf[3],vf[4],vf[5],vf[6],vf[7],vf[8],vf[9],vf[10],vf[11],vf[12],vf[13],vf[14],vf[15],vf[16],vf[17],vf[18],vf[19],vf[20],vf[21],vf[22],vf[23],vf[24],vf[25],vf[26],vf[27],vf[28],vf[29],vf[30],vf[31],vf[32],vf[33],vf[34],vf[35],vf[36],vf[37],vf[38],vf[39],vf[40],vf[41],vf[42],vf[43],vf[44],vf[45],vf[46],vf[47],vf[48],vf[49],vf[50],vf[51],vf[52],vf[53],vf[54],vf[55],vf[56],vf[57],vf[58],vf[59],vf[60],vf[61],vf[62],vf[63],vf[64],sigma_k[1],sigma_k[2],sigma_k[3],sigma_k[4],sigma_k[5],sigma_k[6],sigma_k[7],sigma_k[8],sigma_k[9],sigma_k[10],sigma_k[11],sigma_k[12],sigma_k[13],sigma_k[14],sigma_k[15],sigma_k[16],sigma_k[17],sigma_k[18],sigma_k[19],sigma_k[20],sigma_k[21],sigma_k[22],sigma_k[23],sigma_k[24],sigma_k[25],sigma_k[26],sigma_k[27],sigma_k[28],sigma_k[29],sigma_k[30],sigma_k[31],sigma_k[32],sigma_k[33],sigma_k[34],sigma_k[35],sigma_k[36],sigma_k[37],sigma_k[38],sigma_k[39],sigma_k[40],sigma_k[41],sigma_k[42],sigma_k[43],sigma_k[44],sigma_k[45],sigma_k[46],sigma_k[47],sigma_k[48],sigma_k[49],sigma_k[50],sigma_k[51],sigma_k[52],sigma_k[53],sigma_k[54],sigma_k[55],sigma_k[56],sigma_k[57],sigma_k[58],sigma_k[59],sigma_k[60],sigma_k[61],sigma_k[62],sigma_k[63],sigma_k[64],sigma_f[1],sigma_f[2],sigma_f[3],sigma_f[4],sigma_f[5],sigma_f[6],sigma_f[7],sigma_f[8],sigma_f[9],sigma_f[10],sigma_f[11],sigma_f[12],sigma_f[13],sigma_f[14],sigma_f[15],sigma_f[16],sigma_f[17],sigma_f[18],sigma_f[19],sigma_f[20],sigma_f[21],sigma_f[22],sigma_f[23],sigma_f[24],sigma_f[25],sigma_f[26],sigma_f[27],sigma_f[28],sigma_f[29],sigma_f[30],sigma_f[31],sigma_f[32],sigma_f[33],sigma_f[34],sigma_f[35],sigma_f[36],sigma_f[37],sigma_f[38],sigma_f[39],sigma_f[40],sigma_f[41],sigma_f[42],sigma_f[43],sigma_f[44],sigma_f[45],sigma_f[46],sigma_f[47],sigma_f[48],sigma_f[49],sigma_f[50],sigma_f[51],sigma_f[52],sigma_f[53],sigma_f[54],sigma_f[55],sigma_f[56],sigma_f[57],sigma_f[58],sigma_f[59],sigma_f[60],sigma_f[61],sigma_f[62],sigma_f[63],sigma_f[64]
jf,33,32,37,7328,3111.8008376605203,-6149.601675321041,-5894.321732785944,2026-07-22T12:20:57+00:00,3065.5631,-0.66973349,0.60542589,4.7589575,7.5592288e-05,1.1079375,1.2321842,1.207228,1.2477631,1.2788157,1.1834567,1.1541313,1.0540958,1.0755966,1.0599785,1.0088903,0.92004721,0.8453993,0.59576221,0.33363641,0.05543664,0.37641128,0.58771548,0.67982048,0.76208245,0.8779949,0.96312002,0.94009049,0.94958902,0.98685355,1.0481314,0.93666324,0.93451883,1.0503247,1.1292194,0.96636481,1.19281,16.597855,0.048015484,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,-0.66973349,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,0.60542589,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,4.7589575,1.1079375,1.2321842,1.207228,1.2477631,1.2788157,1.1834567,1.1541313,1.0540958,1.0755966,1.0599785,1.0088903,0.92004721,0.8453993,0.59576221,0.33363641,0.05543664,0.37641128,0.58771548,0.67982048,0.76208245,0.8779949,0.96312002,0.94009049,0.94958902,0.98685355,1.0481314,0.93666324,0.93451883,1.0503247,1.1292194,0.96636481,1.19281,1.1079375,1.2321842,1.207228,1.2477631,1.2788157,1.1834567,1.1541313,1.0540958,1.0755966,1.0599785,1.0088903,0.92004721,0.8453993,0.59576221,0.33363641,0.05543664,0.37641128,0.58771548,0.67982048,0.76208245,0.8779949,0.96312002,0.94009049,0.94958902,0.98685355,1.0481314,0.93666324,0.93451883,1.0503247,1.1292194,0.96636481,1.19281,0.88946772,0.90074803,0.89855262,0.90210079,0.90475676,0.89642875,0.89376442,0.88430412,0.8863863,0.88487649,0.87983826,0.8707107,0.86267862,0.83338156,0.7985777,0.75723996,0.80453696,0.83237455,0.843667,0.85331896,0.86622687,0.87519425,0.87281075,0.87379763,0.87761776,0.88372174,0.87245335,0.87222937,0.88393614,0.89146247,0.87552755,0.89726825,0.47948063,0.50425512,0.49927717,0.50736233,0.51355424,0.49453565,0.48868741,0.4687637,0.47304105,0.46993366,0.45978287,0.44219663,0.42750641,0.37921437,0.33047291,0.28173078,0.33825866,0.37768437,0.39530613,0.411229,0.4339099,0.45071073,0.44615546,0.44803346,0.45541205,0.46757776,0.44547814,0.44505442,0.46801383,0.48372121,0.45135309,0.49640123,0.5460805,0.52138956,0.52635865,0.51828586,0.51209632,0.53108802,0.53691629,0.55673074,0.55248222,0.55556896,0.56564149,0.58305295,0.59755898,0.64499862,0.69248808,0.73956833,0.68492931,0.64649537,0.62923324,0.61359156,0.59124006,0.57462967,0.5791378,0.57727964,0.56997351,0.55790817,0.57980782,0.58022694,0.55747525,0.54186122,0.57399369,0.52922764,0.12314768,0.11094498,0.11332376,0.10947828,0.10659643,0.11562322,0.11850536,0.12871764,0.12647276,0.1281007,0.1335273,0.14333628,0.15194539,0.18318149,0.21998493,0.26331974,0.21370499,0.1842508,0.17224365,0.16195197,0.14814478,0.13852152,0.14108192,0.14002202,0.13591617,0.12934526,0.14146569,0.14170617,0.12911422,0.12099333,0.13816333,0.11471453,14.763257,14.950486,14.914047,14.972939,15.017022,14.878795,14.834573,14.677552,14.712112,14.687052,14.603428,14.45193,14.318615,13.832347,13.254677,12.568559,13.353588,13.815632,14.003063,14.163265,14.377508,14.526348,14.486787,14.503167,14.566573,14.667886,14.480855,14.477137,14.671444,14.796365,14.53188,14.892729,7.9583502,8.3695536,8.2869302,8.4211266,8.5238989,8.2082311,8.111163,7.7804721,7.8514669,7.799891,7.6314095,7.3395157,7.0956896,6.2941453,5.4851416,4.6761268,5.6143683,6.2687506,6.5612339,6.8255195,7.2019737,7.4808316,7.4052239,7.4363946,7.5588634,7.760788,7.3939818,7.386949,7.7680259,8.0287347,7.4914934,8.2391959,9.0637652,8.6539485,8.7364248,8.6024338,8.4997007,8.8149221,8.9116589,9.2405364,9.17002,9.2212532,9.3884357,9.6774285,9.9181976,10.705594,11.493817,12.275248,11.368358,10.730437,10.443922,10.184304,9.8133171,9.5376202,9.6124454,9.581604,9.4603379,9.2600792,9.6235664,9.6305229,9.2528936,8.9937341,9.5270643,8.7840439,2.0439873,1.8414487,1.8809313,1.8171046,1.7692722,1.9190975,1.9669349,2.1364368,2.0991766,2.126197,2.2162669,2.3790749,2.5219676,3.0404199,3.6512781,4.3705429,3.5470445,3.0581682,2.8588752,2.6880554,2.4588857,2.2991602,2.3416574,2.3240653,2.2559169,2.1468539,2.348027,2.3520185,2.1430191,2.0082297,2.2932149,1.9040152,1.2774257,1.21814,1.230037,1.2107183,1.1959389,1.2413764,1.2553722,1.3031241,1.2928641,1.3003173,1.3246786,1.3669235,1.4022311,1.5181318,1.6339485,1.7467524,1.6155906,1.5217922,1.4795746,1.4413474,1.3868397,1.3464664,1.3574106,1.3528984,1.3351741,1.3059695,1.3590381,1.3600562,1.3049232,1.2672651,1.3449233,1.2369139,2.0353072,2.0369495,2.0370212,2.0368024,2.0362747,2.0369016,2.0365018,2.0330443,2.0340602,2.0333371,2.0304232,2.0233652,2.0154991,1.9766929,1.916364,1.8326805,1.9275009,1.9751307,1.991868,2.0046616,2.0191498,2.0271015,2.0251772,2.0259914,2.0289076,2.0327361,2.0248764,2.0246863,2.0328508,2.0359434,2.027359,2.0369705,2.028354,2.0351585,2.0341908,2.0356606,2.0364271,2.033082,2.0314635,2.023869,2.0257707,2.0244039,2.0193927,2.0087248,1.9978712,1.9494873,1.8800228,1.7879774,1.892574,1.9476291,1.9678057,1.9837593,2.0028207,2.0142047,2.0113466,2.0125454,2.0169769,2.0233154,2.0109071,2.0106303,2.0235203,2.0298715,2.0145941,2.03354,1.3387588,1.2795113,1.2914245,1.2720736,1.2572486,1.3027683,1.3167546,1.3643459,1.3541373,1.3615541,1.3857614,1.4276089,1.4624521,1.5759033,1.6876172,1.7943502,1.6700369,1.5794614,1.5383277,1.5009062,1.4472783,1.4073653,1.4182002,1.4137344,1.3961738,1.3671754,1.4198105,1.4208177,1.366135,1.3286261,1.4058367,1.2983054
kr,33,32,37,7193,3115.3153860760867,-6156.630772152173,-5902.038818587082,2026-07-22T12:21:23+00:00,3077.7821,-0.42217427,0.99699655,2.8444341,0.094136983,1.7864226,1.9267607,1.9401018,1.7980558,1.6027276,1.5465979,1.5543591,1.5107244,1.3440598,1.2576709,1.1509912,0.87207435,0.76185723,0.4444876,0.22073524,0.00055688108,0.52276964,0.73780525,0.92100933,1.0793849,1.2620241,1.3895339,1.460406,1.6358415,1.58513,1.6178331,1.7745258,1.8198238,1.7452466,1.8968236,1.8823572,2.3327389,15.411625,0.058548745,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,-0.42217427,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,0.99699655,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,2.8444341,1.7864226,1.9267607,1.9401018,1.7980558,1.6027276,1.5465979,1.5543591,1.5107244,1.3440598,1.2576709,1.1509912,0.87207435,0.76185723,0.4444876,0.22073524,0.00055688108,0.52276964,0.73780525,0.92100933,1.0793849,1.2620241,1.3895339,1.460406,1.6358415,1.58513,1.6178331,1.7745258,1.8198238,1.7452466,1.8968236,1.8823572,2.3327389,1.7864226,1.9267607,1.9401018,1.7980558,1.6027276,1.5465979,1.5543591,1.5107244,1.3440598,1.2576709,1.1509912,0.87207435,0.76185723,0.4444876,0.22073524,0.00055688108,0.52276964,0.73780525,0.92100933,1.0793849,1.2620241,1.3895339,1.460406,1.6358415,1.58513,1.6178331,1.7745258,1.8198238,1.7452466,1.8968236,1.8823572,2.3327389,0.90580982,0.91705853,0.91807289,0.90678302,0.88943673,0.8840489,0.8848048,0.88050928,0.86306728,0.85337294,0.84078027,0.80461214,0.78904237,0.74034781,0.70282463,0.6636527,0.75287319,0.78555044,0.81129512,0.83194173,0.8538722,0.86799027,0.87541696,0.89252987,0.88776723,0.89085555,0.90480685,0.90858406,0.90230496,0.91474799,0.91361433,0.94391828,0.45866989,0.48659161,0.48925154,0.46097859,0.42244882,0.41149631,0.41300683,0.40453176,0.37260315,0.35637656,0.33669467,0.28741262,0.26892484,0.21924289,0.18763936,0.15945068,0.23098351,0.26497121,0.29580932,0.32372625,0.35718833,0.38123852,0.39481406,0.42893908,0.41900814,0.42540698,0.45631031,0.46530211,0.45050987,0.48062511,0.47774341,0.56724834,0.31880715,0.29418277,0.29188831,0.31673318,0.35227356,0.36274741,0.36129282,0.36949621,0.4013495,0.41813724,0.43907243,0.49446968,0.51644997,0.57923252,0.62240627,0.66344947,0.56387038,0.52124226,0.48471213,0.45322471,0.41728744,0.39258317,0.37903024,0.34614604,0.35554569,0.3494735,0.32093399,0.31286785,0.32619336,0.29936159,0.30187887,0.22837919,0.029365084,0.024975876,0.024588871,0.028978407,0.036059961,0.038338964,0.038017015,0.03985607,0.04755607,0.0519927,0.057918227,0.0759241,0.084113197,0.11137649,0.13406826,0.15931553,0.10412693,0.085985306,0.072489038,0.062184741,0.05176153,0.045345538,0.042065916,0.034768312,0.036762212,0.035465957,0.029764944,0.028266223,0.030768315,0.025862925,0.02630093,0.015256519,13.960001,14.133362,14.148995,13.975,13.707665,13.62463,13.63628,13.570079,13.301269,13.151864,12.95779,12.400381,12.160425,11.409963,10.83167,10.227966,11.602999,12.106609,12.503376,12.821574,13.159558,13.377141,13.491598,13.755336,13.681936,13.729532,13.944544,14.002757,13.905986,14.097753,14.080282,14.547315,7.0688483,7.4991674,7.5401613,7.1044291,6.5106227,6.3418268,6.3651065,6.2344917,5.7424201,5.4923418,5.1890119,4.4294955,4.1445688,3.3788892,2.8918274,2.4573941,3.5598313,4.0836369,4.5589023,4.9891476,5.5048525,5.8755051,6.0847262,6.6106483,6.4575964,6.5562128,7.0324834,7.1710616,6.9430892,7.407214,7.3628023,8.7422187,4.9133362,4.5338345,4.4984732,4.881373,5.429108,5.590527,5.5681095,5.6945371,6.185448,6.4441744,6.7668197,7.6205812,7.9593333,8.9269144,9.592292,10.224834,8.6901589,8.0331903,7.4702016,6.9849293,6.4310775,6.0503446,5.8414719,5.334673,5.4795368,5.3859546,4.9461143,4.821802,5.0271697,4.6136486,4.6524439,3.5196945,0.45256366,0.38491884,0.37895445,0.44660434,0.55574259,0.59086573,0.58590397,0.6142468,0.73291632,0.801292,0.892614,1.1701138,1.2963211,1.7164927,2.0662097,2.4553111,1.6047653,1.3251733,1.1171739,0.95836791,0.79772929,0.69884843,0.64830413,0.53583618,0.56656542,0.54658802,0.45872616,0.43562843,0.47418973,0.3985897,0.40534006,0.23512776,1.1466887,1.0827012,1.0766551,1.1413621,1.2310826,1.2568973,1.2533292,1.2733807,1.3495848,1.3886753,1.436362,1.5565615,1.6016662,1.7212268,1.7941308,1.8547639,1.6933435,1.6112905,1.5360495,1.467914,1.3867146,1.3288765,1.2964661,1.2158486,1.2391778,1.2241332,1.1521393,1.1314041,1.1655667,1.0962946,1.1028756,0.90323773,1.9561647,1.9621762,1.9624285,1.9568954,1.9391281,1.9318873,1.9329444,1.9267698,1.8980981,1.8801596,1.8552356,1.7766267,1.740687,1.6242204,1.5327122,1.4372059,1.65456,1.7325099,1.7917412,1.8368532,1.8811123,1.9067082,1.9189556,1.9429573,1.9369592,1.9409158,1.9553743,1.95815,1.9532432,1.9614079,1.9609365,1.9450475,1.8294615,1.7888707,1.7847749,1.826275,1.8752538,1.8874792,1.8858397,1.8948423,1.9242977,1.9363949,1.9482545,1.9627621,1.9618195,1.9380803,1.9031525,1.85504,1.9468014,1.9611099,1.9619644,1.954274,1.9358382,1.9170501,1.9045675,1.8676448,1.8791783,1.8718189,1.832686,1.8202239,1.8404729,1.7979153,1.8022124,1.6479895,0.66277756,0.61262154,0.60797729,0.65853053,0.73191703,0.75379875,0.75075272,0.76796181,0.83550087,0.87156794,0.91701438,1.0398432,1.0896253,1.2350368,1.3376085,1.4367122,1.1990271,1.100558,1.0179347,0.94803589,0.86973422,0.81679788,0.78805623,0.7191704,0.73874029,0.72608729,0.66713732,0.65062651,0.67793784,0.62312198,0.62823502,0.48118658
