param,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,participant_id,model
log_lik[3508],-3.00672,0.000571517,0.0370585,0.0367068,-3.06833,-3.00623,-2.94679,4242.33,2907.64,1.26089,1.00212,nh,t0_only
log_lik[3509],-0.967801,0.000665861,0.0379786,0.0370549,-1.0291,-0.967569,-0.904743,3274.98,3444.44,0.973377,0.999743,nh,t0_only
log_lik[3510],0.0104123,0.000585117,0.0401503,0.0391688,-0.0563523,0.0104879,0.0753583,4762.36,3480.1,1.41545,1.00108,nh,t0_only
log_lik[3511],0.70161,0.000476413,0.0239025,0.0246891,0.662435,0.701573,0.741139,2539.3,3230.99,0.754722,1.0023,nh,t0_only
log_lik[3512],-0.613225,0.000528449,0.0324118,0.0318118,-0.666668,-0.613276,-0.559462,3786.23,3848.87,1.12533,1.00039,nh,t0_only
log_lik[3513],1.52336,0.000368719,0.0245288,0.0244754,1.4826,1.52367,1.56326,4494.9,3521.2,1.33596,1.00231,nh,t0_only
log_lik[3514],1.20606,0.000449854,0.0229298,0.0231457,1.16832,1.2063,1.2436,2598.4,2940.98,0.772285,1.00088,nh,t0_only
log_lik[3515],1.47149,0.000389855,0.0218203,0.0222483,1.43485,1.47137,1.50758,3113.85,3410.83,0.925485,1.00067,nh,t0_only
log_lik[3516],0.752652,0.000471405,0.023801,0.0243315,0.713698,0.752614,0.791927,2565.18,3287.75,0.762414,1.00237,nh,t0_only
log_lik[3517],-0.253057,0.00066743,0.0468811,0.045574,-0.331361,-0.252527,-0.177635,4996.88,3480.99,1.48515,1.00093,nh,t0_only
log_lik[3518],1.15881,0.000309391,0.0231861,0.0232018,1.12104,1.15869,1.1959,5708.56,3236.6,1.69668,0.999897,nh,t0_only
log_lik[3519],0.996059,0.000405986,0.0231621,0.0234629,0.958237,0.995941,1.03415,3272.07,3259.93,0.972512,1.00148,nh,t0_only
log_lik[3520],1.56823,0.000331264,0.022414,0.0226071,1.53131,1.56836,1.60426,4624.04,3245.18,1.37434,1.00225,nh,t0_only
log_lik[3521],-2.91034,0.000579854,0.0344677,0.0343268,-2.96749,-2.91044,-2.85328,3556.36,3225.29,1.05701,1.00031,nh,t0_only
log_lik[3522],1.05451,0.00050105,0.0289014,0.0290024,1.00667,1.05508,1.10075,3368.75,3404.86,1.00125,1.00145,nh,t0_only
log_lik[3523],1.37608,0.000419029,0.0221333,0.0227624,1.33904,1.37625,1.41292,2783.64,3132.62,0.827343,1.0007,nh,t0_only
log_lik[3524],0.0103817,0.000512172,0.0280497,0.0285783,-0.0357294,0.0100355,0.057038,3019.9,3280.3,0.897564,1.00041,nh,t0_only
log_lik[3525],1.55641,0.000339661,0.023107,0.0229225,1.51848,1.55654,1.59335,4687.97,3274.47,1.39334,1.00209,nh,t0_only
log_lik[3526],0.561658,0.000772949,0.0357398,0.0360428,0.5031,0.562147,0.620979,2143.18,1573.52,0.636988,1.00239,nh,t0_only
log_lik[3527],-0.015365,0.000463087,0.0280488,0.0278114,-0.0619579,-0.0154989,0.0311639,3685.54,3076.11,1.0954,1.00024,nh,t0_only
log_lik[3528],0.50972,0.000571763,0.0279566,0.0290776,0.463232,0.509671,0.555113,2406.75,2516.18,0.715326,1.00072,nh,t0_only
log_lik[3529],0.9715,0.000473102,0.0289188,0.0290618,0.923297,0.971748,1.01898,3786.32,2594.91,1.12536,1.00064,nh,t0_only
log_lik[3530],1.20736,0.000366507,0.0230953,0.0230137,1.16881,1.20685,1.24614,3987.46,3391.42,1.18514,1.00094,nh,t0_only
log_lik[3531],0.984828,0.000469414,0.024684,0.0251884,0.944107,0.98498,1.02478,2769.76,2710.91,0.823218,1.00085,nh,t0_only
log_lik[3532],-1.22968,0.000722113,0.0400809,0.0397266,-1.29473,-1.22985,-1.16344,3121.39,3341.95,0.927727,0.999622,nh,t0_only
log_lik[3533],-2.33019,0.000992601,0.0443335,0.0442808,-2.40412,-2.33058,-2.25713,2012.65,2797.06,0.598193,0.999905,nh,t0_only
log_lik[3534],1.31877,0.000548963,0.0323551,0.0313797,1.2641,1.31951,1.37175,3481.58,3258.01,1.03478,1.00042,nh,t0_only
log_lik[3535],1.23786,0.000346368,0.023277,0.0233946,1.19977,1.23732,1.27656,4557.29,3420.1,1.3545,1.00073,nh,t0_only
log_lik[3536],0.732596,0.000709405,0.0364397,0.037263,0.674801,0.731094,0.794731,2472.39,1956.5,0.734833,1.00216,nh,t0_only
log_lik[3537],-3.06418,0.000737935,0.0424599,0.0419902,-3.13602,-3.06301,-2.99594,3354.06,2643.61,0.99688,1.00354,nh,t0_only
log_lik[3538],-2.17333,0.0010294,0.045859,0.0467882,-2.24879,-2.17415,-2.09794,2001.52,2296.02,0.594884,1.00069,nh,t0_only
log_lik[3539],1.34321,0.000528797,0.031439,0.0305692,1.29017,1.34362,1.39463,3549.36,3287.17,1.05493,1.00038,nh,t0_only
log_lik[3540],0.142588,0.000952299,0.0490811,0.0491456,0.0618382,0.143463,0.220557,2687.01,3060.46,0.798623,1.00114,nh,t0_only
log_lik[3541],1.25115,0.000352293,0.0242931,0.0248943,1.2109,1.25105,1.29103,4876.53,3261.87,1.44938,1.00035,nh,t0_only
log_lik[3542],0.742416,0.000700086,0.0359025,0.0369205,0.684771,0.741041,0.80395,2472.86,1948.42,0.734974,1.002,nh,t0_only
log_lik[3543],-0.319345,0.000486316,0.0300232,0.029856,-0.369211,-0.319425,-0.270084,3813.42,3269.99,1.13341,1.00034,nh,t0_only
log_lik[3544],-3.06416,0.000737774,0.0424558,0.0419899,-3.13597,-3.06299,-2.99593,3354.85,2643.61,0.997115,1.00352,nh,t0_only
log_lik[3545],1.56953,0.000330849,0.0222698,0.0226257,1.53241,1.56975,1.60545,4583.17,3318.89,1.36219,1.00214,nh,t0_only
log_lik[3546],1.00871,0.000447141,0.0231799,0.0235886,0.97108,1.00824,1.04737,2705.09,3489.0,0.803997,1.00142,nh,t0_only
