param,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,participant_id,model
log_lik[6306],-0.316632,0.000880618,0.0528271,0.0522827,-0.404797,-0.316629,-0.230928,3633.66,2704.14,1.07998,1.00114,nh,t0_only
log_lik[6307],-0.0820084,0.000693218,0.0448504,0.0461842,-0.155999,-0.0804269,-0.0094025,4205.41,3054.95,1.24992,1.00096,nh,t0_only
log_lik[6308],-0.0212179,0.000742097,0.0421511,0.0429376,-0.0918165,-0.0205463,0.0448381,3248.72,2751.72,0.965571,1.0013,nh,t0_only
log_lik[6309],0.540792,0.000731618,0.0397938,0.0402937,0.473465,0.542477,0.604585,2718.37,1836.51,0.807944,1.0026,nh,t0_only
log_lik[6310],0.00138843,0.000730153,0.0374309,0.0383842,-0.0627572,0.00337394,0.0590443,2367.56,2007.18,0.703678,1.00241,nh,t0_only
log_lik[6311],0.205944,0.000704757,0.0411938,0.0419676,0.137644,0.2067,0.271527,3438.22,2833.76,1.0219,1.00061,nh,t0_only
log_lik[6312],-0.362885,0.000567791,0.0354718,0.0349282,-0.42272,-0.362339,-0.304657,3896.68,2775.74,1.15816,0.999854,nh,t0_only
log_lik[6313],-0.0320427,0.000668753,0.044508,0.0459551,-0.105526,-0.0302917,0.0402541,4444.51,3091.15,1.32098,1.00087,nh,t0_only
log_lik[6314],0.16466,0.000738316,0.0374525,0.0386372,0.100917,0.166571,0.222242,2311.03,1981.24,0.686875,1.00223,nh,t0_only
log_lik[6315],-0.140499,0.00071219,0.0453026,0.0464962,-0.215394,-0.139081,-0.0678233,4063.93,3087.15,1.20787,1.00103,nh,t0_only
log_lik[6316],0.0947876,0.000728635,0.0416726,0.0422663,0.0250372,0.0954285,0.160905,3287.85,2819.98,0.9772,1.00106,nh,t0_only
log_lik[6317],-0.290897,0.000742119,0.0464885,0.0474666,-0.368345,-0.289361,-0.216793,3939.54,2910.64,1.1709,1.00104,nh,t0_only
log_lik[6318],0.473364,0.000576413,0.0342087,0.0341503,0.417414,0.473636,0.528782,3543.06,2479.22,1.05305,1.00011,nh,t0_only
log_lik[6319],-0.663652,0.00095604,0.0566083,0.0570726,-0.759438,-0.663544,-0.570655,3508.91,2767.29,1.0429,1.00127,nh,t0_only
log_lik[6320],-0.905331,0.000776314,0.046798,0.0466372,-0.983596,-0.904002,-0.82958,3677.02,2729.54,1.09287,1.00133,nh,t0_only
log_lik[6321],0.231891,0.000666216,0.042284,0.0420968,0.16199,0.231468,0.302458,4067.25,2919.75,1.20885,1.00011,nh,t0_only
log_lik[6322],0.139434,0.000720842,0.0414824,0.0419603,0.0703204,0.139787,0.205673,3333.69,2782.69,0.990826,1.001,nh,t0_only
log_lik[6323],-0.0073447,0.000740854,0.0420946,0.0427985,-0.0777948,-0.00667135,0.058495,3246.03,2751.76,0.964771,1.00125,nh,t0_only
log_lik[6324],-0.200523,0.000810052,0.0517143,0.0519256,-0.287459,-0.200119,-0.115157,4125.8,2917.89,1.22625,1.00096,nh,t0_only
log_lik[6325],0.280077,0.000675905,0.0409188,0.0414925,0.213149,0.28033,0.345858,3693.29,2875.7,1.09771,1.00002,nh,t0_only
log_lik[6326],0.139434,0.000720842,0.0414824,0.0419603,0.0703204,0.139787,0.205673,3333.69,2782.69,0.990826,1.001,nh,t0_only
log_lik[6327],-0.326973,0.000884007,0.0529376,0.0523127,-0.415575,-0.327178,-0.241341,3618.39,2763.74,1.07544,1.00114,nh,t0_only
log_lik[6328],0.027963,0.000596835,0.0346933,0.0347997,-0.0301333,0.0280172,0.0842931,3377.66,2654.42,1.0039,0.999807,nh,t0_only
log_lik[6329],0.144689,0.000719788,0.0414597,0.041969,0.0757576,0.14507,0.210769,3339.99,2782.69,0.992699,1.00103,nh,t0_only
log_lik[6330],-0.385744,0.000753593,0.0472333,0.0486708,-0.465095,-0.384128,-0.310468,3937.71,3043.26,1.17035,1.00101,nh,t0_only
log_lik[6331],-0.549751,0.000766586,0.0485213,0.049356,-0.630992,-0.548225,-0.472059,4024.3,2733.08,1.19609,1.00088,nh,t0_only
log_lik[6332],-0.321759,0.000882314,0.0528819,0.0522607,-0.41035,-0.321839,-0.236167,3624.96,2704.14,1.0774,1.00114,nh,t0_only
log_lik[6333],0.441212,0.00058633,0.0342744,0.0343493,0.385211,0.44158,0.496231,3433.96,2423.75,1.02063,0.999957,nh,t0_only
log_lik[6334],-0.257243,0.000736957,0.0462235,0.0470451,-0.334089,-0.255717,-0.183314,3951.35,2876.48,1.1744,1.00106,nh,t0_only
log_lik[6335],-0.82402,0.000978016,0.0583226,0.0588624,-0.922404,-0.823838,-0.728577,3550.86,2767.45,1.05537,1.00125,nh,t0_only
log_lik[6336],0.444832,0.000585384,0.0342671,0.0343737,0.388884,0.44516,0.499864,3444.58,2423.75,1.02378,0.999945,nh,t0_only
log_lik[6337],0.469007,0.000549954,0.0348538,0.0345649,0.411564,0.469265,0.526521,4091.34,2457.16,1.21601,1.00087,nh,t0_only
log_lik[6338],-0.0142522,0.000741486,0.0421227,0.0428506,-0.0847939,-0.0135621,0.0517061,3246.53,2751.83,0.964921,1.00132,nh,t0_only
log_lik[6339],0.432486,0.000771284,0.0413976,0.041954,0.363678,0.433656,0.498425,2702.09,1763.8,0.803104,1.00194,nh,t0_only
log_lik[6340],0.232019,0.000740555,0.0375,0.0386757,0.16864,0.23386,0.289538,2298.81,1887.76,0.683242,1.00205,nh,t0_only
log_lik[6341],-0.207699,0.000817741,0.0517587,0.0518699,-0.29504,-0.207475,-0.12232,4054.03,2853.23,1.20492,1.00099,nh,t0_only
log_lik[6342],-0.0629441,0.00058915,0.0347858,0.0346306,-0.121813,-0.0628979,-0.00699118,3480.65,2700.96,1.03451,0.999563,nh,t0_only
log_lik[6343],-1.24124,0.00102909,0.0623133,0.0629702,-1.34508,-1.23982,-1.13995,3653.75,2772.43,1.08595,1.00118,nh,t0_only
log_lik[6344],-0.0173113,0.000657062,0.0444496,0.0456499,-0.0909543,-0.0159133,0.0550187,4589.03,3157.22,1.36393,1.00079,nh,t0_only
log_lik[6345],-0.734043,0.000584202,0.0375139,0.0371077,-0.797058,-0.733887,-0.672387,4086.09,2849.99,1.21445,1.00014,nh,t0_only
log_lik[6346],0.488118,0.000570223,0.0341819,0.0341408,0.43255,0.488268,0.543237,3614.95,2383.54,1.07442,1.00033,nh,t0_only
log_lik[6347],-0.814745,0.000976844,0.058225,0.0587505,-0.912986,-0.814596,-0.719477,3546.04,2767.45,1.05394,1.00125,nh,t0_only
log_lik[6348],0.283675,0.000673703,0.0409148,0.0413337,0.216779,0.284061,0.349597,3714.4,2853.65,1.10398,0.999982,nh,t0_only
log_lik[6349],-0.00952903,0.000642931,0.0445227,0.0457761,-0.0835218,-0.00777961,0.062154,4804.91,3320.62,1.4281,1.00066,nh,t0_only
log_lik[6350],0.0393316,0.000735929,0.0419036,0.0423337,-0.0308649,0.0398151,0.10511,3256.85,2802.59,0.967987,1.00122,nh,t0_only
log_lik[6351],-0.0506982,0.000679432,0.0446244,0.046072,-0.124356,-0.048833,0.0213719,4329.25,3029.22,1.28672,1.00091,nh,t0_only
log_lik[6352],0.202039,0.000675523,0.0427745,0.0425752,0.131129,0.201486,0.273423,4042.02,2832.21,1.20135,1.00017,nh,t0_only
log_lik[6353],-0.210832,0.000791517,0.0467959,0.0482882,-0.288401,-0.209855,-0.13496,3507.97,3086.1,1.04263,1.00159,nh,t0_only
log_lik[6354],-2.09959,0.00085852,0.0495811,0.0490917,-2.18179,-2.09896,-2.01676,3408.14,2466.35,1.01295,1.00118,nh,t0_only
log_lik[6355],-2.61213,0.000809981,0.0392228,0.0388842,-2.6748,-2.61248,-2.54618,2380.89,3156.61,0.707638,1.00004,nh,t0_only
log_lik[6356],-2.5079,0.000931923,0.043033,0.043054,-2.57738,-2.508,-2.43597,2159.32,2658.11,0.641784,1.00114,nh,t0_only
log_lik[6357],-2.54867,0.000840807,0.050197,0.0502581,-2.62986,-2.54881,-2.46646,3601.32,3333.57,1.07037,1.00055,nh,t0_only
log_lik[6358],0.378579,0.00067034,0.0356633,0.0355751,0.318954,0.37915,0.435061,2847.92,2698.68,0.846449,0.999408,nh,t0_only
