param,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,participant_id,model
log_lik[716],-1.38701,0.0027448,0.152742,0.153972,-1.64195,-1.3882,-1.13623,3132.66,2950.06,13.5708,1.00001,2,c_only
log_lik[717],0.461007,0.00149051,0.0847887,0.0827552,0.317777,0.462982,0.597972,3294.03,2956.21,14.2699,1.00208,2,c_only
log_lik[718],-1.51586,0.00228441,0.129191,0.128497,-1.72582,-1.51881,-1.2965,3216.9,2902.07,13.9358,1.00045,2,c_only
log_lik[719],-1.13573,0.00261231,0.154317,0.156791,-1.38981,-1.13692,-0.880966,3494.24,2872.34,15.1372,1.00061,2,c_only
log_lik[720],-1.45812,0.00139804,0.0796855,0.0810657,-1.59267,-1.45457,-1.33154,3254.37,2913.65,14.0981,1.00152,2,c_only
log_lik[721],-1.21457,0.00213892,0.110481,0.110388,-1.39933,-1.21236,-1.03916,2690.58,2697.25,11.6557,1.00138,2,c_only
log_lik[722],-0.311232,0.00244933,0.112525,0.114341,-0.49789,-0.310111,-0.134028,2138.98,2674.44,9.26615,1.00028,2,c_only
log_lik[723],-2.10913,0.00264814,0.128286,0.129832,-2.32981,-2.10504,-1.90417,2396.43,2323.47,10.3814,1.00092,2,c_only
log_lik[724],-1.9485,0.00216264,0.113636,0.113169,-2.13834,-1.9458,-1.76443,2801.12,2913.14,12.1346,1.00137,2,c_only
log_lik[725],-1.78206,0.00237965,0.115304,0.115059,-1.97397,-1.77803,-1.59499,2365.6,2694.39,10.2479,1.00116,2,c_only
log_lik[726],-1.3675,0.00283389,0.137126,0.13879,-1.60371,-1.36179,-1.15188,2398.67,2452.39,10.3911,1.0009,2,c_only
log_lik[727],-1.82432,0.00220659,0.125144,0.122249,-2.02223,-1.82885,-1.61709,3237.83,3002.84,14.0264,1.0007,2,c_only
log_lik[728],-2.04733,0.0023551,0.116086,0.117194,-2.24446,-2.04296,-1.86315,2469.6,2272.62,10.6984,1.00154,2,c_only
log_lik[729],0.0370297,0.00198825,0.108383,0.107333,-0.147615,0.0407131,0.20955,3028.63,3022.43,13.1202,0.999875,2,c_only
log_lik[730],0.309271,0.00183868,0.107543,0.106594,0.126842,0.311996,0.478954,3496.55,2980.73,15.1472,0.999845,2,c_only
log_lik[731],-1.42532,0.00235976,0.137664,0.137824,-1.65217,-1.42953,-1.1913,3408.09,2610.09,14.764,1.00055,2,c_only
log_lik[732],-1.33171,0.00245109,0.145421,0.1476,-1.56797,-1.335,-1.08874,3518.65,2463.3,15.2429,1.0002,2,c_only
log_lik[733],0.53599,0.00172608,0.102798,0.102711,0.36054,0.538516,0.699709,3631.18,2928.3,15.7304,1.0014,2,c_only
log_lik[734],-1.06396,0.00263548,0.153463,0.157241,-1.31608,-1.06372,-0.812906,3394.57,2897.69,14.7054,1.00044,2,c_only
log_lik[735],0.103766,0.00145001,0.0818426,0.0824528,-0.0354888,0.105268,0.235989,3215.29,2605.18,13.9288,1.00077,2,c_only
log_lik[736],-1.3649,0.00224922,0.118676,0.118137,-1.564,-1.36313,-1.1754,2819.28,2735.85,12.2132,1.0,2,c_only
log_lik[737],0.502978,0.00175684,0.104633,0.104102,0.325223,0.505417,0.668996,3626.57,3100.34,15.7104,1.00106,2,c_only
log_lik[738],-1.02696,0.00262757,0.151459,0.155744,-1.27551,-1.02583,-0.778298,3334.3,2718.1,14.4443,1.00049,2,c_only
log_lik[739],-1.64377,0.00249397,0.146213,0.147795,-1.87764,-1.64972,-1.39354,3443.05,3263.41,14.9155,1.0,2,c_only
log_lik[740],0.36938,0.00181758,0.107189,0.107192,0.185915,0.371657,0.538571,3553.91,2889.64,15.3957,1.00005,2,c_only
log_lik[741],0.522077,0.00154287,0.0893482,0.0882855,0.371498,0.524765,0.664838,3421.74,3274.47,14.8231,1.00203,2,c_only
log_lik[742],-1.19644,0.00209371,0.109269,0.109715,-1.3775,-1.1954,-1.02229,2736.18,2660.2,11.8533,1.00142,2,c_only
log_lik[743],-2.0136,0.00226144,0.113378,0.11358,-2.20459,-2.01069,-1.83456,2551.34,2686.59,11.0525,1.0011,2,c_only
log_lik[744],-0.0181225,0.00203555,0.108712,0.10797,-0.203136,-0.0144135,0.155274,2902.49,2931.62,12.5737,0.999895,2,c_only
log_lik[745],0.319023,0.00144263,0.080343,0.0802552,0.185455,0.320876,0.446728,3142.36,2791.36,13.6128,1.00102,2,c_only
log_lik[746],-1.11195,0.0019439,0.105934,0.106141,-1.28805,-1.11141,-0.942864,2996.69,2785.06,12.9818,1.00152,2,c_only
log_lik[747],-1.42112,0.00236372,0.138042,0.137824,-1.64846,-1.42558,-1.18657,3413.36,2624.55,14.7868,1.00048,2,c_only
log_lik[748],-1.70431,0.00228398,0.11512,0.112795,-1.89295,-1.70262,-1.51502,2558.43,2617.83,11.0832,1.00099,2,c_only
log_lik[749],-1.81746,0.00244986,0.117691,0.11768,-2.01496,-1.81262,-1.62828,2330.64,2670.04,10.0964,1.00127,2,c_only
log_lik[750],-1.13023,0.00261538,0.154358,0.15694,-1.3847,-1.13152,-0.875788,3488.36,2870.62,15.1117,1.00063,2,c_only
log_lik[751],-0.948073,0.00235231,0.127451,0.129514,-1.16352,-0.945004,-0.744534,2976.07,2677.02,12.8924,1.00035,2,c_only
log_lik[752],0.562058,0.00166874,0.0989863,0.0995571,0.393208,0.563882,0.718505,3596.63,3181.96,15.5808,1.00143,2,c_only
log_lik[753],-2.07819,0.00247947,0.12082,0.1225,-2.28448,-2.07459,-1.8838,2420.69,2302.64,10.4865,1.00113,2,c_only
log_lik[754],-1.14237,0.00161721,0.0854423,0.0839675,-1.28671,-1.14072,-1.00528,2823.57,2726.88,12.2318,1.00048,2,c_only
log_lik[755],0.56299,0.00166192,0.0985074,0.0990005,0.395704,0.564556,0.718439,3590.64,3181.96,15.5548,1.00136,2,c_only
log_lik[756],0.187238,0.00144001,0.080428,0.0790477,0.0521702,0.189398,0.316656,3157.89,2481.87,13.6801,1.00067,2,c_only
log_lik[757],-0.59719,0.00161747,0.102675,0.104108,-0.76622,-0.596883,-0.429017,4096.91,2924.21,17.748,1.00135,2,c_only
log_lik[758],-1.52213,0.00228055,0.128597,0.127628,-1.73118,-1.5247,-1.30311,3199.88,2867.86,13.862,1.00045,2,c_only
log_lik[759],0.153893,0.00144316,0.0808903,0.0808673,0.0175893,0.156165,0.283498,3178.52,2377.19,13.7695,1.0007,2,c_only
log_lik[760],-0.220256,0.00231342,0.110945,0.110669,-0.406568,-0.218288,-0.0459615,2339.56,2759.14,10.1351,1.00013,2,c_only
log_lik[761],-1.38186,0.00273873,0.152035,0.153393,-1.63651,-1.38272,-1.1328,3118.2,2919.2,13.5082,0.999983,2,c_only
log_lik[762],-0.0863898,0.00212118,0.109274,0.108446,-0.271655,-0.0829578,0.0871792,2705.04,2998.2,11.7183,0.999956,2,c_only
log_lik[763],0.183704,0.00189253,0.107891,0.10588,-7.42031e-05,0.188824,0.352541,3317.81,2860.4,14.3729,0.999828,2,c_only
log_lik[764],-1.31638,0.00250844,0.1231,0.123832,-1.52666,-1.31107,-1.12262,2458.82,2495.29,10.6517,1.00107,2,c_only
log_lik[765],-1.15374,0.00260105,0.154084,0.15694,-1.40719,-1.15501,-0.899403,3514.21,2806.72,15.2237,1.00057,2,c_only
log_lik[766],0.562238,0.00162845,0.0960869,0.0961873,0.398994,0.564578,0.713898,3561.08,3237.52,15.4267,1.00139,2,c_only
log_lik[767],-1.12838,0.00164858,0.0867972,0.0855168,-1.27407,-1.12689,-0.98975,2800.15,2521.65,12.1304,1.00053,2,c_only
log_lik[768],-1.01086,0.00261729,0.150067,0.153722,-1.25598,-1.01069,-0.763676,3302.83,2608.83,14.308,1.00047,2,c_only
