param,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,participant_id,model
log_lik[294],1.47932,0.00117563,0.0579188,0.0564407,1.38071,1.48257,1.56832,2532.42,2360.48,22.3763,1.00011,2,d_only
log_lik[295],1.11568,0.00131134,0.072512,0.0712206,0.997044,1.11517,1.23548,3169.03,2784.48,28.0014,1.00109,2,d_only
log_lik[296],0.228837,0.000794169,0.0424089,0.0426684,0.158175,0.230215,0.295209,2932.5,3124.33,25.9114,1.0009,2,d_only
log_lik[297],1.09197,0.00122322,0.0673358,0.0657946,0.980723,1.09132,1.20307,3133.38,2918.16,27.6864,1.00125,2,d_only
log_lik[298],0.49803,0.000709781,0.0394925,0.039951,0.43301,0.498023,0.56365,3165.59,2892.65,27.971,1.00166,2,d_only
log_lik[299],1.49106,0.00122535,0.0607046,0.0596348,1.38751,1.49497,1.58317,2567.16,2407.52,22.6833,0.999665,2,d_only
log_lik[300],0.706386,0.000885407,0.052073,0.0506226,0.621215,0.706954,0.790734,3595.48,2525.69,31.7695,1.00077,2,d_only
log_lik[301],0.109676,0.000881627,0.0489523,0.0482852,0.025376,0.112837,0.184224,3162.05,3242.17,27.9397,1.00043,2,d_only
log_lik[302],-0.0756275,0.0010602,0.0614673,0.0588926,-0.182199,-0.0717931,0.0181332,3443.2,3557.32,30.4239,1.00001,2,d_only
log_lik[303],0.137927,0.00126279,0.0784338,0.0752958,0.00115051,0.142806,0.254842,3894.98,3547.4,34.4158,1.0,2,d_only
log_lik[304],0.722773,0.000914651,0.0535512,0.0518596,0.63466,0.723152,0.809617,3554.65,2428.91,31.4087,1.00069,2,d_only
log_lik[305],-1.13619,0.00145561,0.0897493,0.0887088,-1.27684,-1.13847,-0.987667,3908.5,2923.52,34.5353,1.00046,2,d_only
log_lik[306],-0.542154,0.00185434,0.119207,0.118113,-0.74548,-0.539746,-0.350657,4169.32,3128.4,36.8399,1.00122,2,d_only
log_lik[307],-0.473576,0.0014097,0.0868834,0.0851404,-0.620164,-0.470372,-0.338294,3785.31,3517.19,33.4468,1.00069,2,d_only
log_lik[308],0.260137,0.000779004,0.041072,0.0417669,0.191935,0.261003,0.325565,2891.86,3151.75,25.5523,1.00106,2,d_only
log_lik[309],-0.120395,0.001579,0.0996784,0.0960925,-0.294092,-0.114948,0.029583,4029.32,3456.87,35.6029,1.00055,2,d_only
log_lik[310],-1.43265,0.00133409,0.070085,0.0706494,-1.55017,-1.43227,-1.32004,2802.82,2733.18,24.7656,1.00081,2,d_only
log_lik[311],-0.0667625,0.00105151,0.060845,0.0581277,-0.172509,-0.0629188,0.0260231,3431.21,3591.2,30.318,1.00002,2,d_only
log_lik[312],-1.20681,0.00127306,0.0694211,0.0686887,-1.32327,-1.20623,-1.09368,3048.36,2691.82,26.9352,1.00183,2,d_only
log_lik[313],0.0422106,0.00138618,0.08668,0.0829054,-0.10909,0.0472777,0.170974,3953.69,3415.95,34.9346,1.00008,2,d_only
